net,length_um
comm_mem_u0.o_wgt_row03\[5\],20.54µm
_03264_,20.53µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[23\],20.53µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[8\],20.53µm
_03130_,20.52µm
_04290_,20.52µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[11\],20.505µm
_05386_,20.5µm
_00037_,20.47µm
_04432_,20.46µm
_03108_,20.455µm
_01322_,20.44µm
_02934_,20.44µm
_04846_,20.42µm
_03834_,20.41µm
_06128_,20.41µm
comm_mem_u0.o_img_row00\[17\],20.41µm
_04026_,20.385µm
_05797_,20.385µm
_02213_,20.38µm
_01491_,20.36µm
_04475_,20.36µm
_06134_,20.35µm
_06107_,20.335µm
_01729_,20.32µm
_02301_,20.32µm
comm_mem_u0.mr1_out\[14\],20.3µm
comm_mem_u0.o_wgt_row04\[10\],20.3µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[8\],20.3µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[22\],20.29µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[6\],20.29µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.state\[3\],20.29µm
_06298_,20.28µm
_04945_,20.24µm
proc_u0.cnn_ctrl_u0.cnn_done,20.19µm
_01416_,20.18µm
comm_mem_u0.o_wgt_row01\[10\],20.18µm
net324,20.155µm
_04446_,20.145µm
comm_mem_u0.o_wgt_row00\[5\],20.11µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[27\],20.11µm
_02993_,20.1µm
_01372_,20.065µm
_02587_,20.04µm
_02936_,19.99µm
_04441_,19.98µm
_04979_,19.98µm
_05440_,19.975µm
_04720_,19.96µm
_04466_,19.94µm
_03255_,19.92µm
_03515_,19.895µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[44\],19.895µm
comm_mem_u0.mr2_out\[12\],19.89µm
_04829_,19.82µm
_05897_,19.81µm
_03016_,19.77µm
_06082_,19.735µm
_05118_,19.71µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[12\],19.71µm
_02695_,19.7µm
_01518_,19.69µm
_03244_,19.68µm
_01888_,19.63µm
_02165_,19.63µm
_03434_,19.63µm
_05644_,19.62µm
_00035_,19.57µm
_05566_,19.57µm
proc_u0.cnn_ctrl_u0.cnn_inst.state\[2\],19.57µm
_04297_,19.56µm
_02275_,19.555µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[7\],19.555µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[11\],19.555µm
_05059_,19.52µm
_01969_,19.51µm
_02309_,19.51µm
_05808_,19.51µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[20\],19.51µm
_05811_,19.5µm
_02538_,19.495µm
_05714_,19.495µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[14\],19.495µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[3\],19.495µm
_04459_,19.485µm
_03122_,19.465µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[1\],19.46µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[4\],19.45µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[7\],19.45µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[0\],19.45µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[27\],19.45µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[19\],19.45µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[3\],19.45µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[26\],19.445µm
_05773_,19.44µm
_05823_,19.44µm
_06111_,19.435µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[29\],19.395µm
_03330_,19.365µm
_05479_,19.36µm
comm_mem_u0.mr2_out\[8\],19.345µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[25\],19.345µm
_01529_,19.34µm
_05115_,19.33µm
_05364_,19.33µm
_01351_,19.32µm
_02340_,19.28µm
acc1\[0\],19.265µm
_01889_,19.255µm
_03512_,19.24µm
_02203_,19.23µm
_01425_,19.225µm
_04889_,19.22µm
_05798_,19.22µm
_03433_,19.21µm
_04112_,19.21µm
comm_mem_u0.o_img_row00\[26\],19.16µm
_02471_,19.15µm
_01702_,19.12µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[10\],19.105µm
_03261_,19.09µm
_02029_,19.08µm
_02332_,19.08µm
_03062_,19.08µm
_03204_,19.08µm
_03634_,19.08µm
_05028_,19.08µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[14\],19.075µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[8\],19.075µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[24\],19.075µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[18\],19.06µm
_04569_,19.04µm
_01724_,19.02µm
_02580_,19.02µm
_04837_,19.02µm
_05781_,19.02µm
_01364_,19.015µm
_00036_,19.01µm
_03390_,18.995µm
comm_mem_u0.mr1_out\[3\],18.99µm
_05625_,18.98µm
_05180_,18.97µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[25\],18.97µm
comm_mem_u0.o_wgt_row00\[1\],18.965µm
_01907_,18.96µm
_02319_,18.96µm
_05302_,18.955µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[12\],18.95µm
_04072_,18.945µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[1\],18.93µm
_01827_,18.91µm
_02957_,18.91µm
_01479_,18.865µm
_04546_,18.86µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[7\],18.825µm
_01433_,18.81µm
_05726_,18.81µm
comm_mem_u0.spi_u0.bit_count\[7\],18.8µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[11\],18.78µm
_05101_,18.75µm
comm_mem_u0.mr1_out\[6\],18.745µm
comm_mem_u0.o_wgt_row04\[13\],18.745µm
_05746_,18.73µm
_05300_,18.705µm
_02676_,18.685µm
_04788_,18.67µm
_04819_,18.67µm
_04206_,18.66µm
_05767_,18.66µm
_01930_,18.645µm
_01591_,18.62µm
_01441_,18.61µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[21\],18.61µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[2\],18.61µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[12\],18.61µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[21\],18.61µm
comm_mem_u0.o_wgt_row00\[2\],18.585µm
_01514_,18.575µm
_02948_,18.57µm
_05857_,18.565µm
_01384_,18.56µm
_01313_,18.55µm
_05332_,18.55µm
comm_mem_u0.mr1_out\[4\],18.55µm
_03258_,18.51µm
_02823_,18.505µm
_05940_,18.505µm
_01409_,18.49µm
_03821_,18.49µm
comm_mem_u0.mr2_out\[13\],18.49µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[8\],18.49µm
_06552_,18.485µm
_06166_,18.48µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[19\],18.45µm
_02812_,18.44µm
_04937_,18.44µm
_02167_,18.43µm
_04741_,18.43µm
_02836_,18.42µm
_05943_,18.405µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[23\],18.385µm
_01501_,18.38µm
_03383_,18.36µm
_04436_,18.345µm
_02952_,18.34µm
_04791_,18.285µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[0\],18.27µm
_05112_,18.255µm
_02356_,18.25µm
_06137_,18.25µm
_01855_,18.24µm
_02192_,18.24µm
_02882_,18.24µm
_06756_,18.24µm
comm_mem_u0.o_wgt_row03\[4\],18.145µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[25\],18.145µm
_04077_,18.13µm
_04299_,18.13µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[26\],18.13µm
_03366_,18.125µm
_02064_,18.12µm
_04782_,18.12µm
_02727_,18.115µm
_01807_,18.105µm
_05923_,18.07µm
_02555_,18.04µm
_03263_,18.04µm
_03513_,18.04µm
_02536_,18.01µm
_05896_,18.01µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[17\],18.01µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[17\],18.01µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[29\],18.01µm
_03583_,18µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[2\],17.995µm
_02650_,17.96µm
comm_mem_u0.o_img_row06\[19\],17.96µm
_05055_,17.95µm
_04523_,17.945µm
comm_mem_u0.spi_u0.loader_image_sm.row_latch\[3\],17.945µm
_06148_,17.94µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[23\],17.905µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[24\],17.905µm
_04116_,17.9µm
_05520_,17.845µm
_03398_,17.83µm
proc_u0.cnn_ctrl_u0.state\[6\],17.83µm
_05875_,17.815µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[23\],17.8µm
_01478_,17.795µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[0\],17.79µm
_05228_,17.785µm
_03369_,17.77µm
_05374_,17.77µm
_04281_,17.76µm
_04708_,17.725µm
_01367_,17.72µm
_01321_,17.71µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[0\],17.705µm
_04934_,17.685µm
_00401_,17.65µm
_01292_,17.65µm
_05372_,17.65µm
_05806_,17.635µm
_01358_,17.625µm
_02174_,17.625µm
_04564_,17.6µm
acc0\[5\],17.6µm
_04812_,17.59µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[13\],17.55µm
_01404_,17.54µm
_02396_,17.54µm
_04156_,17.54µm
_04815_,17.53µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[5\],17.53µm
_05742_,17.52µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[15\],17.52µm
_01508_,17.49µm
comm_mem_u0.o_wgt_row04\[1\],17.49µm
_01408_,17.475µm
_03027_,17.47µm
_03458_,17.47µm
_04061_,17.445µm
comm_mem_u0.o_wgt_row04\[5\],17.43µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[6\],17.425µm
_01447_,17.42µm
_03532_,17.42µm
_05250_,17.415µm
_01158_,17.41µm
_03052_,17.41µm
_05933_,17.41µm
comm_mem_u0.o_wgt_row00\[0\],17.41µm
_02285_,17.4µm
_04961_,17.4µm
_02456_,17.375µm
_05559_,17.36µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[0\],17.35µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[28\],17.35µm
_02253_,17.34µm
_02613_,17.305µm
_05655_,17.305µm
_01435_,17.29µm
comm_mem_u0.o_wgt_row02\[6\],17.29µm
_01911_,17.28µm
_06587_,17.28µm
_03266_,17.255µm
_01438_,17.23µm
_03691_,17.23µm
_02814_,17.22µm
_06080_,17.22µm
_03627_,17.205µm
_02141_,17.17µm
_05657_,17.16µm
_01486_,17.155µm
_05306_,17.155µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[14\],17.155µm
_04928_,17.12µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[16\],17.12µm
_04614_,17.105µm
_05537_,17.07µm
_04707_,17.065µm
_04020_,17.06µm
acc0\[10\],17.06µm
_01798_,17.05µm
_03671_,17.05µm
_03977_,17.05µm
_05117_,17.05µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[6\],17.05µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[5\],17.05µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[0\],17.05µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[27\],17.05µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[6\],17.05µm
_04594_,17.045µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[5\],17.045µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[10\],17.045µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[5\],17.045µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[3\],17.045µm
_01231_,17.04µm
_02333_,17.04µm
_03025_,17.04µm
_05262_,17.04µm
_05441_,17.04µm
_04902_,17.035µm
_04585_,17.025µm
_05764_,16.98µm
_05800_,16.98µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[1\],16.98µm
_01414_,16.945µm
comm_mem_u0.o_wgt_row04\[8\],16.945µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[22\],16.945µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[28\],16.945µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[6\],16.945µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[25\],16.945µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[14\],16.94µm
_02635_,16.93µm
_04751_,16.92µm
_04816_,16.92µm
_03386_,16.87µm
_04032_,16.87µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[26\],16.87µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[4\],16.87µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[4\],16.87µm
_05637_,16.83µm
_01824_,16.82µm
_03098_,16.82µm
_02709_,16.81µm
_05281_,16.77µm
_02647_,16.755µm
_05833_,16.74µm
_01914_,16.71µm
_02750_,16.705µm
_05927_,16.705µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[15\],16.7µm
_00033_,16.69µm
_02246_,16.69µm
_05920_,16.69µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[55\],16.69µm
_02640_,16.68µm
_04679_,16.68µm
_02976_,16.645µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[10\],16.645µm
_02315_,16.63µm
_02503_,16.63µm
_03329_,16.63µm
_04120_,16.63µm
_04373_,16.63µm
_04733_,16.63µm
_06094_,16.63µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[8\],16.625µm
_02530_,16.615µm
_05439_,16.615µm
_03208_,16.6µm
comm_mem_u0.o_img_row04\[5\],16.585µm
_00514_,16.58µm
_01417_,16.58µm
_01484_,16.58µm
_02950_,16.58µm
_04830_,16.58µm
comm_mem_u0.mr2_out\[7\],16.58µm
_00705_,16.57µm
_03892_,16.57µm
comm_mem_u0.mr2_out\[3\],16.57µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[3\],16.565µm
_02002_,16.56µm
_04371_,16.56µm
_03763_,16.555µm
_04789_,16.53µm
_02649_,16.52µm
_04066_,16.5µm
_04926_,16.5µm
_02354_,16.495µm
_04047_,16.495µm
_01451_,16.465µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[7\],16.465µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[22\],16.465µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[5\],16.465µm
_03327_,16.46µm
_05894_,16.46µm
comm_mem_u0.o_wgt_row03\[14\],16.46µm
_02565_,16.45µm
_02873_,16.45µm
_04014_,16.45µm
_04487_,16.45µm
_05119_,16.45µm
_05326_,16.45µm
_05456_,16.45µm
net540,16.45µm
_02567_,16.425µm
_04172_,16.425µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[18\],16.425µm
_05546_,16.41µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[20\],16.39µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[6\],16.39µm
_03736_,16.38µm
_04896_,16.38µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[6\],16.38µm
_01212_,16.37µm
_05482_,16.365µm
comm_mem_u0.o_wgt_row02\[3\],16.365µm
proc_u0.cnn_ctrl_u0.cnn_inst.state\[5\],16.365µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[13\],16.36µm
_05091_,16.35µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[16\],16.35µm
_04917_,16.34µm
_04326_,16.335µm
_01360_,16.33µm
_05780_,16.33µm
comm_mem_u0.o_wgt_row04\[3\],16.33µm
_03414_,16.32µm
_05471_,16.32µm
_04201_,16.305µm
_02716_,16.295µm
comm_mem_u0.o_wgt_row03\[7\],16.27µm
_05761_,16.26µm
_02783_,16.255µm
_03631_,16.225µm
_05370_,16.22µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[24\],16.215µm
_01892_,16.2µm
_02283_,16.2µm
_02578_,16.2µm
_05389_,16.2µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[7\],16.2µm
_04590_,16.195µm
_05805_,16.195µm
_01497_,16.16µm
_01977_,16.16µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[20\],16.16µm
_03067_,16.15µm
_03580_,16.15µm
_05104_,16.15µm
comm_mem_u0.o_img_row07\[20\],16.15µm
_02531_,16.145µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[29\],16.145µm
_04918_,16.105µm
comm_mem_u0.o_wgt_row03\[13\],16.105µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[11\],16.105µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[15\],16.105µm
_01406_,16.1µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[9\],16.1µm
_01466_,16.09µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[12\],16.09µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[13\],16.09µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[18\],16.09µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[6\],16.09µm
_01499_,16.08µm
_02080_,16.075µm
_02552_,16.065µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[23\],16.065µm
proc_u0.cnn_ctrl_u0.state\[2\],16.055µm
acc1\[6\],16.045µm
_00392_,16.03µm
_02460_,16.03µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[22\],15.985µm
_02272_,15.98µm
_03437_,15.98µm
_04580_,15.97µm
_05315_,15.92µm
_03436_,15.91µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[19\],15.875µm
_03499_,15.86µm
_00016_,15.85µm
_01530_,15.85µm
_01971_,15.85µm
comm_mem_u0.o_wgt_row02\[9\],15.85µm
_02819_,15.84µm
_05928_,15.84µm
_05936_,15.84µm
_04148_,15.81µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[25\],15.78µm
_04124_,15.755µm
_05918_,15.74µm
_04093_,15.73µm
_05921_,15.73µm
comm_mem_u0.o_wgt_row02\[1\],15.73µm
_01726_,15.72µm
_05790_,15.72µm
_05701_,15.7µm
_04262_,15.68µm
_05716_,15.68µm
_01474_,15.66µm
proc_u0.cnn_ctrl_u0.state\[10\],15.655µm
_04110_,15.625µm
_05570_,15.62µm
_05868_,15.62µm
_03410_,15.61µm
_04144_,15.61µm
_04205_,15.61µm
_06135_,15.61µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[19\],15.61µm
_05653_,15.6µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[7\],15.6µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[21\],15.58µm
_01506_,15.575µm
comm_mem_u0.spi_u0.bit_count\[1\],15.57µm
_03340_,15.56µm
proc_u0.cnn_ctrl_u0.state\[12\],15.56µm
_05261_,15.545µm
_06151_,15.545µm
_05199_,15.54µm
_03514_,15.535µm
_02954_,15.53µm
_02722_,15.51µm
_06065_,15.51µm
_01349_,15.505µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[13\],15.505µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[9\],15.505µm
_02717_,15.5µm
_05517_,15.5µm
_05518_,15.5µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[8\],15.5µm
_01420_,15.49µm
_05862_,15.49µm
_06187_,15.48µm
_05705_,15.45µm
comm_mem_u0.mr1_out\[12\],15.44µm
_01917_,15.435µm
_01986_,15.43µm
_03534_,15.425µm
_05670_,15.42µm
_04616_,15.415µm
_05082_,15.38µm
_03356_,15.37µm
_05113_,15.37µm
comm_mem_u0.o_img_row02\[20\],15.37µm
_01415_,15.36µm
_02686_,15.36µm
_05938_,15.36µm
_05483_,15.355µm
_01902_,15.31µm
comm_mem_u0.o_wgt_row04\[4\],15.31µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[5\],15.31µm
_03794_,15.3µm
_04582_,15.3µm
_05301_,15.3µm
_04887_,15.285µm
comm_mem_u0.o_img_row07\[1\],15.26µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[19\],15.26µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[12\],15.26µm
_02864_,15.25µm
_05356_,15.25µm
_05521_,15.25µm
comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[13\],15.25µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[1\],15.25µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[25\],15.25µm
_01412_,15.24µm
_05026_,15.24µm
_02409_,15.21µm
_01495_,15.2µm
_02382_,15.19µm
comm_mem_u0.mr2_out\[4\],15.19µm
_05097_,15.185µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[24\],15.175µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[16\],15.15µm
_01026_,15.14µm
_01403_,15.14µm
_01410_,15.14µm
_03394_,15.14µm
_01429_,15.13µm
_03946_,15.13µm
_04227_,15.13µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[8\],15.13µm
_01635_,15.12µm
_03163_,15.12µm
_04492_,15.1µm
_01943_,15.09µm
_03396_,15.085µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[23\],15.08µm
_01311_,15.07µm
_05293_,15.07µm
_04212_,15.06µm
_03781_,15.03µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[26\],15.03µm
_03701_,15.025µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[7\],15.025µm
_02900_,15.02µm
_03367_,15.02µm
_04089_,15.02µm
comm_mem_u0.o_wgt_row04\[14\],15.02µm
_03497_,15.01µm
_04956_,15.01µm
_03470_,15µm
_06652_,15µm
acc1\[1\],14.975µm
_03454_,14.965µm
_04527_,14.96µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[20\],14.96µm
_01376_,14.95µm
comm_mem_u0.spi_u0.bit_count\[6\],14.945µm
_01439_,14.94µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[23\],14.91µm
_01480_,14.9µm
_02562_,14.89µm
_01392_,14.88µm
_05841_,14.88µm
_03919_,14.875µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[2\],14.85µm
_05827_,14.845µm
comm_mem_u0.o_wgt_row03\[8\],14.83µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[28\],14.825µm
_01905_,14.82µm
_03579_,14.82µm
_04802_,14.82µm
_03739_,14.815µm
_04927_,14.815µm
_04538_,14.795µm
_05275_,14.79µm
_05393_,14.77µm
acc0\[7\],14.77µm
_04808_,14.755µm
_02928_,14.745µm
comm_mem_u0.mr1_out\[10\],14.745µm
_05308_,14.74µm
_02132_,14.73µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[3\],14.72µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[10\],14.72µm
_03685_,14.7µm
_05717_,14.7µm
_05865_,14.7µm
_06005_,14.7µm
_02986_,14.695µm
_04073_,14.665µm
_01244_,14.66µm
_01472_,14.65µm
_01477_,14.65µm
_02016_,14.65µm
_03059_,14.65µm
_03993_,14.65µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[11\],14.65µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[24\],14.65µm
_03194_,14.645µm
_00000_,14.64µm
_02189_,14.64µm
_02591_,14.64µm
_03980_,14.64µm
_06639_,14.64µm
_04370_,14.635µm
_01483_,14.61µm
comm_mem_u0.spi_u0.miso_count\[4\],14.605µm
_01527_,14.6µm
_06178_,14.6µm
_04899_,14.59µm
_03350_,14.58µm
_02544_,14.575µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[25\],14.575µm
_03082_,14.56µm
_02807_,14.53µm
_04130_,14.53µm
_02278_,14.52µm
_05100_,14.515µm
_01858_,14.505µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[4\],14.49µm
_05588_,14.48µm
_00722_,14.47µm
_04579_,14.47µm
_05431_,14.47µm
_04541_,14.46µm
_03193_,14.445µm
_04399_,14.44µm
_02176_,14.425µm
_05629_,14.425µm
_03445_,14.4µm
_05114_,14.4µm
_05260_,14.4µm
_05276_,14.395µm
_02973_,14.35µm
_03527_,14.35µm
_03705_,14.35µm
_04396_,14.35µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[28\],14.35µm
_04342_,14.34µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[29\],14.335µm
_05429_,14.325µm
acc0\[4\],14.325µm
_05054_,14.32µm
comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[0\],14.3µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[22\],14.3µm
comm_mem_u0.mr2_out\[10\],14.29µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[29\],14.29µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[17\],14.29µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[22\],14.29µm
_02983_,14.275µm
_03080_,14.275µm
_05409_,14.275µm
_05109_,14.265µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[2\],14.24µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[4\],14.24µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[14\],14.24µm
_02398_,14.23µm
_05129_,14.215µm
comm_mem_u0.spi_u0.data_count\[5\],14.215µm
comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[13\],14.19µm
_01805_,14.185µm
_01202_,14.18µm
_02005_,14.18µm
_03412_,14.18µm
comm_mem_u0.spi_u0.loader_image_sm.STATE_Register,14.18µm
_02310_,14.17µm
_02867_,14.17µm
_02932_,14.17µm
_03553_,14.17µm
_03732_,14.17µm
_05373_,14.17µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[11\],14.17µm
_03608_,14.16µm
_05648_,14.16µm
_06463_,14.16µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[14\],14.16µm
_06052_,14.125µm
_02902_,14.11µm
_05327_,14.1µm
_01490_,14.095µm
_02720_,14.095µm
_02906_,14.07µm
_03719_,14.07µm
comm_mem_u0.mr1_out\[2\],14.065µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[3\],14.065µm
_02980_,14.06µm
_06222_,14.06µm
_04727_,14.05µm
comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[15\],14.045µm
_05361_,14.04µm
_05562_,14.04µm
