net,length_um
cnn_inst.comm_mem_u0.o_img_row07\[12\],136.56µm
net491,136.51µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[68\],136.48µm
net689,136.46µm
net53,136.425µm
net472,136.165µm
cnn_inst.comm_mem_u0.o_img_row09\[24\],136.085µm
_05748_,136.05µm
_04023_,135.99µm
_05754_,135.985µm
_04603_,135.96µm
_02603_,135.68µm
_01747_,135.61µm
net464,135.605µm
_03745_,135.515µm
_02807_,135.43µm
net169,135.385µm
_05245_,135.36µm
_04034_,135.305µm
net1041,135.13µm
net956,135.1µm
cnn_inst.comm_mem_u0.o_img_row09\[8\],135.03µm
_01315_,134.895µm
net121,134.85µm
net817,134.7µm
net948,134.7µm
net801,134.69µm
_01895_,134.66µm
_05075_,134.48µm
cnn_inst.comm_mem_u0.o_img_row02\[14\],134.465µm
_01649_,134.375µm
net993,134.31µm
_03088_,134.29µm
_02144_,134.07µm
net634,134.035µm
net728,133.76µm
net975,133.69µm
cnn_inst.comm_mem_u0.o_img_row08\[10\],133.525µm
_04745_,133.5µm
_05768_,133.3µm
net804,133.205µm
net494,133.17µm
cnn_inst.comm_mem_u0.o_img_row04\[18\],133.13µm
net235,133.06µm
net713,133.025µm
net236,132.97µm
cnn_inst.comm_mem_u0.o_img_row06\[17\],132.935µm
net406,132.865µm
_04411_,132.86µm
_06084_,132.66µm
_01609_,132.62µm
net403,132.465µm
net114,132.15µm
net224,132.15µm
cnn_inst.comm_mem_u0.o_img_row08\[1\],132.145µm
cnn_inst.comm_mem_u0.o_img_row05\[4\],132.11µm
_04643_,131.98µm
net545,131.95µm
net882,131.815µm
_04427_,131.81µm
net550,131.745µm
net226,131.65µm
net910,131.565µm
cnn_inst.comm_mem_u0.o_img_row00\[20\],131.43µm
net26,131.42µm
_05145_,131.38µm
_02120_,131.245µm
_02752_,131.185µm
net563,131.17µm
net88,130.995µm
net710,130.925µm
cnn_inst.comm_mem_u0.o_img_row07\[13\],130.87µm
net553,130.73µm
net688,130.72µm
net445,130.555µm
net695,130.555µm
net748,130.49µm
_02840_,130.445µm
net69,130.42µm
net382,130.345µm
net444,130.31µm
cnn_inst.comm_mem_u0.o_img_row05\[20\],130.305µm
net976,130.185µm
net1071,130.175µm
net623,130.115µm
net246,130.065µm
net614,129.63µm
cnn_inst.comm_mem_u0.o_img_row05\[18\],129.615µm
net559,129.525µm
net870,129.25µm
net104,129.155µm
cnn_inst.comm_mem_u0.o_img_row06\[23\],129.075µm
net79,128.96µm
net1034,128.735µm
_02967_,128.65µm
net512,128.55µm
net820,128.455µm
_01821_,128.44µm
net39,128.4µm
net539,128.185µm
_02750_,128.17µm
_03264_,128.17µm
net244,128.16µm
_05722_,128.135µm
net417,127.86µm
cnn_inst.comm_mem_u0.o_img_row04\[22\],127.825µm
_03065_,127.75µm
net822,127.71µm
net466,127.39µm
net319,127.32µm
net849,127.245µm
net186,127.185µm
cnn_inst.comm_mem_u0.o_img_row01\[19\],127.12µm
_06087_,127.1µm
net206,127.07µm
net1085,126.925µm
_01331_,126.795µm
_06106_,126.75µm
net647,126.745µm
_02678_,126.18µm
_01828_,125.95µm
_02860_,125.76µm
net714,125.76µm
_05203_,125.75µm
net781,125.68µm
net935,125.65µm
_02492_,125.545µm
_01617_,125.515µm
cnn_inst.comm_mem_u0.o_img_row04\[8\],125.46µm
cnn_inst.comm_mem_u0.o_img_row05\[10\],125.41µm
net455,125.295µm
cnn_inst.comm_mem_u0.o_img_row00\[21\],125.21µm
net722,125.12µm
_05170_,125.1µm
net834,125.005µm
net292,124.995µm
net16,124.83µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[36\],124.63µm
net535,124.575µm
cnn_inst.comm_mem_u0.o_img_row09\[14\],124.455µm
net613,124.44µm
_05738_,124.18µm
net825,124.17µm
net334,124.115µm
cnn_inst.comm_mem_u0.o_img_row04\[7\],124.08µm
_06103_,123.815µm
_05461_,123.74µm
_03992_,123.66µm
_04253_,123.62µm
net10,123.62µm
_03645_,123.485µm
cnn_inst.comm_mem_u0.o_img_row08\[23\],123.48µm
_06791_,123.405µm
net867,123.3µm
net1002,123.155µm
net130,123.13µm
net632,123.07µm
_06708_,123.02µm
net919,123.015µm
net240,122.91µm
_02852_,122.88µm
net57,122.82µm
net989,122.82µm
_04351_,122.74µm
_02481_,122.67µm
net833,122.64µm
_04085_,122.515µm
cnn_inst.comm_mem_u0.o_img_row00\[23\],122.48µm
net338,122.47µm
net942,122.43µm
net940,122.39µm
net1018,122.34µm
cnn_inst.comm_mem_u0.o_img_row04\[2\],122.245µm
_01978_,122.13µm
net163,122.12µm
_02660_,122.105µm
cnn_inst.comm_mem_u0.o_img_row09\[22\],121.995µm
net788,121.945µm
net267,121.935µm
_02366_,121.89µm
_05652_,121.81µm
_05703_,121.6µm
net597,121.365µm
net1037,121.295µm
_06105_,121.21µm
_06085_,121.07µm
net91,120.85µm
cnn_inst.comm_mem_u0.o_img_row04\[0\],120.685µm
net1050,120.685µm
net388,120.46µm
net796,120.27µm
cnn_inst.comm_mem_u0.o_img_row09\[12\],120.23µm
cnn_inst.comm_mem_u0.o_img_row02\[24\],120.2µm
net911,120.1µm
cnn_inst.comm_mem_u0.o_img_row07\[17\],120.035µm
cnn_inst.comm_mem_u0.o_img_row02\[8\],119.93µm
net421,119.695µm
net596,119.685µm
_04355_,119.605µm
_03724_,119.575µm
cnn_inst.comm_mem_u0.o_img_row03\[15\],119.515µm
net232,119.49µm
net790,119.305µm
_06102_,119.08µm
net212,119.005µm
net233,118.76µm
net247,118.71µm
net287,118.65µm
cnn_inst.comm_mem_u0.o_img_row02\[2\],118.625µm
_06044_,118.51µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.window_sel\[1\],118.46µm
net541,118.36µm
_02422_,118.34µm
cnn_inst.comm_mem_u0.o_img_row03\[22\],118.325µm
_01512_,118.305µm
_03744_,118.165µm
cnn_inst.comm_mem_u0.o_img_row09\[19\],118.04µm
net574,118µm
_03995_,117.945µm
net584,117.935µm
net277,117.86µm
net803,117.79µm
net1079,117.56µm
_06107_,117.51µm
_02132_,117.34µm
_05180_,117.24µm
net628,117.24µm
net908,117.17µm
net984,117.125µm
net738,117.09µm
_06080_,117.07µm
cnn_inst.comm_mem_u0.o_img_row08\[26\],117.07µm
net605,117.07µm
_05401_,116.935µm
net1042,116.91µm
net537,116.84µm
_05658_,116.705µm
net249,116.67µm
_03842_,116.66µm
_06775_,116.65µm
_01848_,116.54µm
net793,116.475µm
_06104_,116.41µm
_04967_,116.33µm
net432,116.295µm
net290,116.23µm
net209,116.15µm
net680,116.04µm
net35,116.025µm
_03524_,115.995µm
net356,115.865µm
_01832_,115.81µm
cnn_inst.comm_mem_u0.o_img_row01\[25\],115.79µm
cnn_inst.comm_mem_u0.o_img_row04\[27\],115.765µm
_02160_,115.71µm
net821,115.67µm
net791,115.665µm
net823,115.56µm
_03993_,115.525µm
_05985_,115.5µm
_04078_,115.47µm
cnn_inst.comm_mem_u0.o_img_row08\[8\],115.335µm
net450,115.255µm
_02566_,115.23µm
net687,115.215µm
net1062,114.875µm
net622,114.865µm
_06659_,114.745µm
net1059,114.715µm
net28,114.675µm
_01979_,114.665µm
net828,114.665µm
_02131_,114.625µm
_03526_,114.62µm
net579,114.54µm
_01805_,114.33µm
net1084,114.275µm
net64,114.26µm
net902,114.21µm
_03604_,114.2µm
_02203_,114.165µm
_01611_,114.035µm
_01836_,113.98µm
net546,113.945µm
net1039,113.885µm
net995,113.88µm
_03015_,113.73µm
net1043,113.725µm
net702,113.66µm
net470,113.57µm
net115,113.51µm
net732,113.46µm
net241,113.365µm
net1007,113.335µm
net964,113.3µm
_05204_,113.29µm
_01746_,113.26µm
_03783_,113.25µm
_02786_,113.235µm
_04437_,113.185µm
net100,113.18µm
_01627_,113.105µm
_01656_,112.885µm
net981,112.675µm
cnn_inst.comm_mem_u0.o_img_row03\[14\],112.64µm
net968,112.465µm
net1032,112.46µm
net25,112.325µm
net814,112.225µm
_01819_,112.215µm
_04049_,112.21µm
net874,112.17µm
net309,112.04µm
_05163_,112.03µm
net812,111.905µm
_06088_,111.87µm
net697,111.845µm
cnn_inst.comm_mem_u0.o_img_row09\[27\],111.765µm
net1028,111.7µm
net98,111.61µm
net639,111.565µm
net795,111.55µm
net242,111.49µm
net699,111.475µm
net476,111.425µm
net630,111.05µm
net81,111.025µm
cnn_inst.comm_mem_u0.o_img_row08\[11\],111.02µm
net24,111.005µm
net861,110.96µm
cnn_inst.comm_mem_u0.o_img_row02\[25\],110.73µm
net171,110.72µm
_01834_,110.705µm
_02449_,110.6µm
_05193_,110.48µm
_02324_,110.4µm
_02812_,110.4µm
net644,110.3µm
net972,110.11µm
net101,110µm
net1038,109.99µm
_00041_,109.94µm
cnn_inst.comm_mem_u0.o_img_row07\[10\],109.85µm
cnn_inst.comm_mem_u0.o_img_row05\[23\],109.81µm
_02565_,109.72µm
_05642_,109.59µm
net263,109.525µm
_04546_,109.505µm
cnn_inst.comm_mem_u0.o_img_row01\[17\],109.42µm
_05831_,109.365µm
_03901_,109.34µm
_05692_,109.315µm
_05825_,109.265µm
net673,109.06µm
_02482_,109.05µm
net329,108.985µm
_06173_,108.89µm
net156,108.87µm
net160,108.805µm
_05094_,108.78µm
_04364_,108.65µm
cnn_inst.comm_mem_u0.o_img_row02\[15\],108.55µm
cnn_inst.comm_mem_u0.o_img_row08\[24\],108.53µm
net113,108.435µm
net452,108.375µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[9\],108.31µm
_02871_,108.24µm
net213,108.24µm
net480,108.1µm
net1049,108.035µm
net256,107.795µm
cnn_inst.comm_mem_u0.o_img_row02\[4\],107.785µm
net1058,107.765µm
net496,107.705µm
net850,107.675µm
net132,107.625µm
_06184_,107.615µm
net97,107.605µm
net164,107.555µm
net102,107.49µm
cnn_inst.comm_mem_u0.o_img_row08\[9\],107.425µm
cnn_inst.comm_mem_u0.o_img_row05\[2\],107.42µm
cnn_inst.comm_mem_u0.o_img_row09\[17\],107.375µm
_02795_,107.18µm
cnn_inst.comm_mem_u0.o_img_row07\[15\],107.145µm
net907,106.85µm
net1022,106.825µm
cnn_inst.comm_mem_u0.o_img_row09\[7\],106.785µm
_03393_,106.51µm
net744,106.37µm
net308,106.15µm
cnn_inst.comm_mem_u0.o_img_row09\[25\],106.02µm
_05984_,105.85µm
net866,105.81µm
net394,105.775µm
net177,105.765µm
_02428_,105.75µm
_03392_,105.72µm
_05759_,105.7µm
net36,105.695µm
net914,105.695µm
net422,105.685µm
_04323_,105.67µm
net534,105.665µm
cnn_inst.comm_mem_u0.o_img_row00\[25\],105.65µm
_02112_,105.605µm
net786,105.555µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[7\],105.5µm
net1005,105.405µm
net711,105.3µm
net170,105.29µm
net922,105.255µm
net511,105.095µm
net809,105.01µm
cnn_inst.comm_mem_u0.o_img_row00\[17\],104.9µm
net776,104.85µm
cnn_inst.comm_mem_u0.o_img_row07\[27\],104.815µm
_02206_,104.795µm
_04047_,104.795µm
net671,104.775µm
net1033,104.765µm
cnn_inst.comm_mem_u0.o_img_row01\[23\],104.71µm
_02737_,104.69µm
cnn_inst.comm_mem_u0.o_img_row08\[3\],104.64µm
_05496_,104.4µm
_03547_,104.375µm
net835,104.345µm
_02247_,104.215µm
net481,104.115µm
_03408_,104.03µm
_06100_,103.94µm
net1075,103.925µm
_02785_,103.735µm
net800,103.68µm
_05019_,103.58µm
_01588_,103.345µm
cnn_inst.comm_mem_u0.o_img_row01\[11\],103.27µm
net412,103.215µm
_05992_,103.21µm
net165,103.195µm
_04438_,103.15µm
_04767_,103.12µm
_02017_,103.05µm
net980,102.965µm
net220,102.865µm
_06571_,102.84µm
net990,102.84µm
_04414_,102.79µm
net615,102.785µm
net946,102.78µm
net941,102.755µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[4\],102.695µm
cnn_inst.comm_mem_u0.o_img_row05\[3\],102.665µm
net547,102.655µm
net1069,102.645µm
cnn_inst.comm_mem_u0.o_img_row04\[23\],102.625µm
net392,102.62µm
net1051,102.555µm
_02117_,102.5µm
cnn_inst.comm_mem_u0.o_img_row00\[13\],102.465µm
_05880_,102.405µm
net854,102.405µm
net1035,102.365µm
net954,102.28µm
_03644_,102.25µm
_06364_,102.195µm
net775,102.085µm
_04659_,102.055µm
_04393_,102.05µm
cnn_inst.comm_mem_u0.o_img_row04\[21\],102µm
net514,101.95µm
net333,101.805µm
net1093,101.73µm
net1081,101.63µm
cnn_inst.comm_mem_u0.o_img_row09\[29\],101.6µm
net1017,101.585µm
net997,101.49µm
_03908_,101.4µm
net686,101.2µm
net694,101.2µm
_04498_,101.16µm
_02227_,100.93µm
net672,100.93µm
net704,100.885µm
net207,100.8µm
net436,100.68µm
net315,100.34µm
_03956_,100.24µm
net473,100.09µm
_04500_,100.07µm
net677,100.035µm
_05858_,100.02µm
net251,99.865µm
_02610_,99.77µm
cnn_inst.comm_mem_u0.o_img_row09\[21\],99.72µm
net219,99.57µm
net335,99.485µm
cnn_inst.comm_mem_u0.o_img_row06\[14\],99.465µm
_02168_,99.39µm
net1065,99.375µm
net931,99.195µm
_05173_,99.18µm
net435,99.145µm
_04544_,99.125µm
net1082,99.11µm
net1014,99.05µm
net818,98.95µm
_06692_,98.83µm
_05574_,98.825µm
_02696_,98.8µm
_02511_,98.77µm
cnn_inst.comm_mem_u0.o_img_row05\[16\],98.75µm
_02287_,98.72µm
_05033_,98.715µm
cnn_inst.comm_mem_u0.o_img_row05\[17\],98.71µm
cnn_inst.comm_mem_u0.o_img_row00\[3\],98.645µm
net134,98.545µm
_04823_,98.45µm
net82,98.385µm
_04860_,98.23µm
cnn_inst.comm_mem_u0.o_img_row08\[29\],98.225µm
_01796_,98.175µm
net974,98.11µm
net1010,98.09µm
net839,97.87µm
net985,97.865µm
net1000,97.86µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[6\],97.8µm
net952,97.78µm
net982,97.765µm
net129,97.745µm
net1036,97.73µm
net693,97.715µm
_03811_,97.7µm
cnn_inst.comm_mem_u0.o_img_row09\[26\],97.595µm
_03585_,97.57µm
net430,97.31µm
net668,97.245µm
net969,97.175µm
net1053,97.16µm
net827,96.95µm
net953,96.935µm
_02551_,96.85µm
_01718_,96.555µm
cnn_inst.comm_mem_u0.o_img_row04\[19\],96.46µm
_04477_,96.4µm
net522,96.23µm
net508,96.19µm
_02266_,96.085µm
net934,95.96µm
net778,95.94µm
net992,95.77µm
net78,95.59µm
_04819_,95.22µm
net529,95.21µm
_04436_,95.125µm
net1067,95.06µm
_03016_,94.98µm
net415,94.9µm
_04479_,94.855µm
cnn_inst.comm_mem_u0.o_img_row01\[26\],94.74µm
net167,94.53µm
net1012,94.505µm
cnn_inst.comm_mem_u0.o_img_row09\[15\],94.405µm
net168,94.375µm
_02176_,94.295µm
net257,94.28µm
net933,94.195µm
net859,94.15µm
_02258_,94.145µm
net1090,94.105µm
net513,94.035µm
_02713_,93.98µm
cnn_inst.comm_mem_u0.o_img_row00\[10\],93.96µm
_02765_,93.87µm
_04455_,93.87µm
_02135_,93.375µm
net1060,93.365µm
net802,93.15µm
net900,93.15µm
net646,93.135µm
net706,93.085µm
net285,93.065µm
net536,93.06µm
cnn_inst.comm_mem_u0.o_img_row00\[28\],92.89µm
cnn_inst.comm_mem_u0.o_img_row09\[16\],92.89µm
net909,92.81µm
cnn_inst.comm_mem_u0.o_img_row08\[2\],92.805µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[3\],92.79µm
cnn_inst.comm_mem_u0.o_img_row01\[16\],92.72µm
_03492_,92.675µm
_02001_,92.61µm
net926,92.605µm
net454,92.6µm
net223,92.49µm
_04163_,92.48µm
_02045_,92.38µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[38\],92.355µm
cnn_inst.comm_mem_u0.o_img_row02\[13\],92.3µm
net451,92.25µm
net977,92.23µm
net939,92.205µm
net531,92.195µm
cnn_inst.comm_mem_u0.o_img_row08\[4\],92.185µm
_02993_,92.11µm
_03084_,92.06µm
_04116_,91.97µm
net9,91.94µm
net873,91.815µm
net222,91.765µm
net819,91.765µm
net458,91.535µm
net362,91.52µm
net551,91.355µm
_05194_,91.34µm
_04971_,91.3µm
net401,91.29µm
net963,91.26µm
net1006,91.245µm
net664,91.12µm
net955,91.035µm
_02868_,90.995µm
_03661_,90.97µm
_05042_,90.91µm
net474,90.885µm
_03996_,90.87µm
net1064,90.87µm
net657,90.845µm
_05446_,90.815µm
net811,90.8µm
_05820_,90.73µm
_05158_,90.69µm
net80,90.665µm
net515,90.64µm
net1021,90.64µm
net936,90.63µm
net561,90.61µm
_03144_,90.57µm
cnn_inst.comm_mem_u0.o_img_row08\[18\],90.555µm
net519,90.515µm
net962,90.465µm
_02339_,90.46µm
net878,90.435µm
_01807_,90.31µm
net1056,90.21µm
_04299_,90.2µm
_02051_,90.15µm
net860,90.115µm
_02801_,90.1µm
_04045_,90.055µm
cnn_inst.comm_mem_u0.o_img_row08\[27\],89.965µm
cnn_inst.comm_mem_u0.o_img_row08\[25\],89.845µm
net301,89.67µm
net92,89.645µm
net282,89.575µm
_05445_,89.49µm
net662,89.44µm
net1054,89.415µm
_02800_,89.35µm
_01812_,89.28µm
net826,89.255µm
_02700_,89.095µm
_02109_,88.92µm
net901,88.88µm
_04661_,88.875µm
net925,88.755µm
net1087,88.66µm
_05200_,88.59µm
cnn_inst.comm_mem_u0.o_img_row05\[27\],88.57µm
cnn_inst.comm_mem_u0.o_img_row08\[5\],88.56µm
_05882_,88.44µm
net517,88.34µm
_04912_,88.28µm
_03079_,88.2µm
_06497_,88.15µm
net929,88.105µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[10\],88.1µm
_03904_,88.085µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_acc\[2\],87.995µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[60\],87.835µm
net364,87.75µm
net1092,87.685µm
net868,87.675µm
net295,87.5µm
net915,87.39µm
_02306_,87.38µm
_01546_,87.265µm
cnn_inst.comm_mem_u0.o_img_row08\[17\],87.07µm
net1061,87.035µm
net682,86.995µm
net978,86.955µm
net923,86.865µm
_04230_,86.85µm
_04385_,86.785µm
cnn_inst.comm_mem_u0.o_wgt_row01\[7\],86.65µm
cnn_inst.comm_mem_u0.o_img_row09\[18\],86.6µm
net1052,86.575µm
net477,86.555µm
net967,86.55µm
_04396_,86.52µm
net924,86.44µm
net638,86.41µm
cnn_inst.comm_mem_u0.o_img_row04\[17\],86.37µm
_04668_,86.315µm
_06329_,86.3µm
net1004,86.07µm
_06094_,85.99µm
_01645_,85.985µm
net842,85.935µm
_06752_,85.92µm
_02100_,85.86µm
_03213_,85.84µm
_02469_,85.8µm
net103,85.71µm
net424,85.69µm
net77,85.615µm
_01636_,85.58µm
_02059_,85.54µm
_01947_,85.505µm
net805,85.275µm
net358,85.27µm
cnn_inst.comm_mem_u0.o_img_row01\[18\],85.26µm
cnn_inst.comm_mem_u0.o_img_row07\[6\],85.11µm
cnn_inst.comm_mem_u0.o_img_row00\[14\],85.1µm
cnn_inst.comm_mem_u0.o_img_row00\[8\],85.065µm
cnn_inst.comm_mem_u0.o_img_row07\[0\],85.05µm
net411,84.935µm
_06096_,84.9µm
net930,84.885µm
net1088,84.805µm
net433,84.69µm
net670,84.685µm
_04864_,84.66µm
net675,84.545µm
net371,84.535µm
cnn_inst.comm_mem_u0.o_img_row09\[23\],84.515µm
net944,84.47µm
net666,84.37µm
_03618_,84.19µm
net548,84.175µm
_03588_,84.14µm
cnn_inst.comm_mem_u0.o_img_row01\[15\],84.075µm
net166,84.055µm
_05859_,84µm
_05366_,83.97µm
net530,83.97µm
cnn_inst.comm_mem_u0.o_img_row08\[13\],83.94µm
_04890_,83.77µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[8\],83.72µm
_05157_,83.7µm
_05810_,83.65µm
_05850_,83.6µm
net528,83.54µm
_03103_,83.53µm
_03737_,83.505µm
net1048,83.505µm
_01654_,83.5µm
net920,83.43µm
net518,83.36µm
net332,83.35µm
_02728_,83.19µm
_04487_,83.13µm
net490,83.115µm
_02668_,83.09µm
net875,83.025µm
_05070_,83.01µm
net479,82.975µm
net916,82.95µm
net950,82.92µm
net275,82.77µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[46\],82.76µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[50\],82.76µm
_05761_,82.69µm
net659,82.595µm
_05990_,82.58µm
cnn_inst.comm_mem_u0.o_img_row01\[28\],82.545µm
net1076,82.53µm
net986,82.4µm
_06089_,82.39µm
net327,82.36µm
_01631_,82.18µm
net1020,82.165µm
net658,82.115µm
net90,82.095µm
net917,82.07µm
net1013,82.055µm
_02402_,82.015µm
net681,82.01µm
_03880_,81.99µm
net85,81.91µm
_03181_,81.68µm
_05777_,81.67µm
net876,81.555µm
_02158_,81.525µm
_04985_,81.365µm
_02396_,81.36µm
_05105_,81.34µm
cnn_inst.comm_mem_u0.o_img_row03\[13\],81.32µm
_01510_,81.195µm
_03902_,81.155µm
cnn_inst.comm_mem_u0.o_img_row09\[1\],81.105µm
_05766_,81.09µm
net1015,81.045µm
cnn_inst.comm_mem_u0.o_img_row02\[16\],80.995µm
cnn_inst.comm_mem_u0.o_img_row04\[9\],80.865µm
net521,80.84µm
net998,80.835µm
_03061_,80.74µm
net932,80.69µm
cnn_inst.comm_mem_u0.o_img_row02\[17\],80.54µm
net306,80.46µm
cnn_inst.comm_mem_u0.o_img_row07\[23\],80.3µm
net813,80.265µm
net112,80.23µm
net734,80.23µm
_03545_,80.195µm
_05815_,80.145µm
net708,80.02µm
_04040_,79.99µm
net979,79.965µm
net453,79.925µm
net296,79.865µm
net352,79.78µm
net503,79.76µm
_04909_,79.62µm
cnn_inst.comm_mem_u0.o_img_row04\[28\],79.53µm
_00042_,79.52µm
_03720_,79.495µm
_03327_,79.44µm
cnn_inst.comm_mem_u0.o_img_row01\[24\],79.405µm
net1001,79.35µm
_03142_,79.33µm
net87,79.095µm
_03597_,79.02µm
net1077,79.005µm
_02327_,78.995µm
cnn_inst.comm_mem_u0.o_img_row09\[20\],78.94µm
_05941_,78.83µm
net611,78.785µm
net983,78.74µm
_03205_,78.645µm
_02533_,78.525µm
_03222_,78.46µm
net554,78.43µm
net330,78.41µm
net951,78.375µm
cnn_inst.comm_mem_u0.o_img_row01\[12\],78.35µm
net1078,78.335µm
net360,78.32µm
_04486_,78.31µm
_03537_,78.285µm
net1080,78.285µm
net1008,78.235µm
cnn_inst.comm_mem_u0.o_img_row02\[19\],78.085µm
net442,78.065µm
_03523_,77.84µm
net1019,77.815µm
_02351_,77.795µm
_02834_,77.67µm
net617,77.59µm
_06081_,77.53µm
net12,77.45µm
_03614_,77.41µm
_01514_,77.305µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[18\],77.29µm
net928,76.755µm
_05847_,76.675µm
cnn_inst.comm_mem_u0.spi_u0.cmd\[2\],76.605µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.conv_out\[10\],76.6µm
net280,76.525µm
_02246_,76.52µm
_04441_,76.515µm
_01915_,76.41µm
net524,76.37µm
cnn_inst.comm_mem_u0.o_img_row06\[8\],76.31µm
net1029,76.24µm
_03300_,76.14µm
_02845_,76.085µm
_04541_,75.99µm
net460,75.96µm
net457,75.68µm
net970,75.645µm
net692,75.565µm
_06327_,75.49µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[54\],75.3µm
net509,75.285µm
net557,75.25µm
_02107_,75.14µm
_03688_,75.12µm
cnn_inst.comm_mem_u0.o_img_row00\[18\],74.965µm
_02770_,74.9µm
_03069_,74.84µm
cnn_inst.comm_mem_u0.spi_u0.loader_image_sm.row_latch\[1\],74.775µm
net33,74.775µm
net526,74.585µm
_02486_,74.44µm
cnn_inst.CNNver2_MISO,74.35µm
cnn_inst.comm_mem_u0.o_img_row07\[11\],74.19µm
_04489_,74.17µm
net616,74.14µm
_02452_,74.115µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[20\],74.11µm
_02582_,74.06µm
cnn_inst.comm_mem_u0.o_img_row09\[5\],74.035µm
_06220_,74.025µm
cnn_inst.comm_mem_u0.o_img_row01\[21\],73.67µm
_06747_,73.6µm
net349,73.585µm
net717,73.515µm
net495,73.47µm
_02970_,73.38µm
net478,73.38µm
net701,73.1µm
_06082_,73.09µm
_06406_,73.08µm
_04024_,72.9µm
net959,72.87µm
_05552_,72.86µm
_02699_,72.84µm
_04095_,72.81µm
net205,72.79µm
_04657_,72.735µm
net620,72.705µm
_06159_,72.635µm
_01818_,72.585µm
_06573_,72.39µm
net633,72.34µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[64\],72.3µm
_04842_,72.13µm
_05032_,72.13µm
net346,72.11µm
_02982_,72.09µm
net840,72.065µm
_04855_,71.925µm
_05358_,71.885µm
_01896_,71.88µm
net523,71.78µm
net556,71.69µm
net947,71.65µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[11\],71.56µm
net645,71.5µm
_03905_,71.49µm
_01942_,71.465µm
_02928_,71.185µm
_04488_,71.1µm
_02804_,71.04µm
cnn_inst.comm_mem_u0.o_img_row04\[5\],71.01µm
net331,70.965µm
net629,70.915µm
_02091_,70.88µm
_06027_,70.88µm
_02201_,70.875µm
_06398_,70.81µm
_01898_,70.7µm
net86,70.525µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[27\],70.515µm
_03089_,70.5µm
_01700_,70.49µm
net1057,70.4µm
_01925_,70.33µm
_04301_,69.75µm
_01991_,69.6µm
_03962_,69.6µm
_03136_,69.47µm
net543,69.47µm
net354,69.44µm
_01371_,69.38µm
_01823_,69.32µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.state\[1\],69.31µm
net413,69.085µm
cnn_inst.comm_mem_u0.o_img_row08\[19\],68.925µm
net921,68.825µm
net562,68.785µm
_05002_,68.76µm
net506,68.63µm
_05770_,68.52µm
net887,68.515µm
_02365_,68.42µm
_04807_,68.38µm
cnn_inst.comm_mem_u0.o_img_row01\[7\],68.35µm
_01580_,68.275µm
_04921_,68.18µm
_01795_,68.1µm
net324,68.05µm
_02378_,68.04µm
_02474_,67.93µm
net1011,67.89µm
_06593_,67.765µm
_03814_,67.725µm
_04039_,67.71µm
net549,67.68µm
