Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_129_570,VSS,Metal1,280.3080,506.1430,0.000007
FILLER_129_557,VSS,Metal1,274.0680,506.1430,0.000005
FILLER_129_550,VSS,Metal1,271.4460,506.0590,0.000005
FILLER_129_543,VSS,Metal1,268.0860,506.0590,0.000005
FILLER_129_536,VSS,Metal1,264.7260,506.0590,0.000005
FILLER_129_522,VSS,Metal1,257.2680,506.1430,0.000005
FILLER_129_494,VSS,Metal1,243.1200,506.5200,0.000004
FILLER_129_462,VSS,Metal1,228.0000,506.5200,0.000006
FILLER_129_458,VSS,Metal1,226.5480,506.1430,0.000006
FILLER_129_451,VSS,Metal1,223.9260,506.0590,0.000006
FILLER_129_444,VSS,Metal1,220.5660,506.0590,0.000006
FILLER_129_429,VSS,Metal1,212.1600,506.5200,0.000005
FILLER_129_422,VSS,Metal1,210.0060,506.0590,0.000005
FILLER_129_415,VSS,Metal1,206.6460,506.0590,0.000004
FILLER_129_408,VSS,Metal1,203.2860,506.0590,0.000004
FILLER_129_364,VSS,Metal1,182.1660,506.0590,0.000003
FILLER_129_358,VSS,Metal1,178.0800,506.5200,0.000003
FILLER_129_349,VSS,Metal1,174.2280,506.1430,0.000039
FILLER_129_342,VSS,Metal1,171.6060,506.0590,0.000056
FILLER_129_335,VSS,Metal1,168.2460,506.0590,0.000056
